OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nitrite,Total,0.027,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 353.2,21OHIO_WQX,USEPA 353.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chemical oxygen demand,Total,23.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 5220D,21OHIO_WQX,SM 5220D,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Iron,Total,623.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Calcium,Total,53.0,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Magnesium,Total,26.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Inorganic nitrogen (nitrate and nitrite),Total,0.15,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 350.1,21OHIO_WQX,USEPA 350.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Phosphorus,Total,0.18,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 365.4,21OHIO_WQX,USEPA 365.4,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total suspended solids,Total,12.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 2540D,21OHIO_WQX,SM 2540D,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Ammonia,Total,0.253,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 4500-NH3BE,21OHIO_WQX,SM 4500-NH3BE,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Cadmium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.2,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Chromium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Lead,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Orthophosphate,Total,0.12,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 365.1,21OHIO_WQX,USEPA 365.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Specific conductance,Total,873.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,SM 2510B,21OHIO_WQX,SM 2510B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Strontium,Total,4730.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Zinc,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,10.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Arsenic,Total,3.7,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Copper,Total,2.9,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Sodium,Total,66.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Alkalinity, total",Total,118.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 310.1,21OHIO_WQX,USEPA 310.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total dissolved solids,Total,526.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 2540C,21OHIO_WQX,SM 2540C,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Manganese,Total,122.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C25716,Sample-Routine,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Potassium,Total,9.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM25716,Field Msr/Obs,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,,,,,,"Temperature, water",,24.68,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM25716,Field Msr/Obs,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,,,,,,Specific conductance,,843.0,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM25716,Field Msr/Obs,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,,,,,,pH,,7.83,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM25716,Field Msr/Obs,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,,,,,,Dissolved oxygen (DO),,4.7,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM25716,Field Msr/Obs,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,,,,,,Specific conductance,,838.0,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM25716,Field Msr/Obs,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,,,,,,Flow,,8.1,ft3/sec,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM25716,Field Msr/Obs,Water,,2010-09-01,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,125125,,,,,,,,,Dissolved oxygen saturation,,56.7,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Potassium,Total,5.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Specific conductance,Total,853.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,SM 2510B,21OHIO_WQX,SM 2510B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Iron,Total,842.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nitrite,Total,0.049,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 353.2,21OHIO_WQX,USEPA 353.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Total suspended solids,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,5.0,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Alkalinity, total",Total,153.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 310.1,21OHIO_WQX,USEPA 310.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Cadmium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.2,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nickel,Total,3.7,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Selenium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Sodium,Total,41.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Zinc,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,10.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Ammonia,Total,0.142,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 4500-NH3BE,21OHIO_WQX,SM 4500-NH3BE,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Copper,Total,3.5,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Phosphorus,Total,0.149,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 365.4,21OHIO_WQX,USEPA 365.4,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total dissolved solids,Total,562.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 2540C,21OHIO_WQX,SM 2540C,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chloride,Total,82.5,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 325.1,21OHIO_WQX,USEPA 325.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Magnesium,Total,27.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Hardness, Ca, Mg",Total,353.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Manganese,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,10.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Sulfate,Total,119.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 375.2,21OHIO_WQX,USEPA 375.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Lead,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Barium,Total,50.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chemical oxygen demand,Total,27.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 5220D,21OHIO_WQX,SM 5220D,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Kjeldahl nitrogen,Total,1.38,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 351.2,21OHIO_WQX,USEPA 351.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Orthophosphate,Total,0.14,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 365.1,21OHIO_WQX,USEPA 365.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Calcium,Total,97.0,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Strontium,Total,3410.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C2389,Sample-Routine,Water,,2010-12-07,,,,,,,,,,,,,1385,Ohio EPA,21OHIO_WQX-S02P08,128660,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Chromium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
