,Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3],Inflow concentration of O2 [mg m-3],Inflow concentration of NO3 [mg m-3],Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3],Inflow pH [-],Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
1992-06-25,1992,6,25,10116589.88,25.240816326530613,204000.0,16.53061224489796,379.0,26.53061224489796,51.0,,,,10755.102040816326,,26.0,73836.73469387754,,75061.22448979592,8.167346938775509,,,24.693877551020407,4836.734693877551,,,26.224489795918366,
1992-06-26,1992,6,26,12440836.66,25.145918367346937,179000.0,17.346938775510203,330.0,27.346938775510203,53.5,,,,10724.489795918367,,26.0,73316.32653061225,,74693.87755102041,8.16326530612245,,,26.53061224489796,4866.326530612245,,,28.377551020408163,
1992-06-27,1992,6,27,10128822.76,25.051020408163264,149000.0,18.163265306122447,278.0,28.163265306122447,56.0,,,,10693.877551020409,,26.0,72795.91836734694,,74326.5306122449,8.159183673469387,,,28.367346938775512,4895.918367346939,,,30.53061224489796,
1992-06-28,1992,6,28,6507890.953,24.956122448979592,148000.0,18.979591836734695,244.0,28.979591836734695,58.5,,,,10663.265306122448,,26.0,72275.51020408163,,73959.1836734694,8.155102040816326,,,30.20408163265306,4925.510204081633,,,32.683673469387756,
1992-06-29,1992,6,29,3890055.119,24.86122448979592,125000.0,19.79591836734694,252.0,29.79591836734694,61.0,,,,10632.65306122449,,26.0,71755.10204081633,,73591.83673469388,8.151020408163264,,,32.04081632653062,4955.102040816327,,,34.836734693877546,
1992-06-30,1992,6,30,3205013.966,24.766326530612243,110000.0,20.612244897959183,268.0,30.612244897959183,63.5,,,,10602.040816326531,,26.0,71234.69387755102,,73224.48979591837,8.146938775510204,,,33.87755102040816,4984.693877551021,,,36.98979591836735,
1992-07-01,1992,7,1,2972589.289,24.67142857142857,108000.0,21.42857142857143,270.0,31.42857142857143,66.0,,,,10571.42857142857,,26.0,70714.28571428571,,72857.14285714286,8.142857142857142,,,35.714285714285715,5014.285714285715,,,39.14285714285714,
1992-07-02,1992,7,2,2813561.878,24.5765306122449,106000.0,22.244897959183675,249.0,32.244897959183675,68.5,,,,10540.816326530612,,26.0,70193.87755102041,,72489.79591836735,8.13877551020408,,,37.55102040816327,5043.877551020409,,,41.295918367346935,
1992-07-03,1992,7,3,2382964.582,24.481632653061226,104000.0,23.06122448979592,248.0,33.06122448979592,71.0,,,,10510.204081632653,,26.0,69673.4693877551,,72122.44897959183,8.134693877551019,,,39.38775510204081,5073.469387755102,,,43.44897959183673,
1992-07-04,1992,7,4,1882639.8830000001,24.38673469387755,101000.0,23.877551020408163,235.0,33.87755102040816,73.5,,,,10479.591836734693,,26.0,69153.0612244898,,71755.10204081633,8.130612244897959,,,41.22448979591837,5103.061224489796,,,45.60204081632653,
1992-07-05,1992,7,5,1952367.2859999998,24.291836734693877,92000.0,24.693877551020407,206.0,34.69387755102041,76.0,,,,10448.979591836734,,26.0,68632.6530612245,,71387.75510204081,8.126530612244897,,,43.06122448979592,5132.65306122449,,,47.755102040816325,
1992-07-06,1992,7,6,1701593.292,24.196938775510205,82000.0,25.510204081632654,211.0,35.51020408163265,78.5,,,,10418.367346938776,,26.0,68112.24489795919,,71020.40816326531,8.122448979591836,,,44.89795918367347,5162.244897959184,,,49.90816326530612,
1992-07-07,1992,7,7,1419013.8169999998,24.10204081632653,66000.0,26.3265306122449,198.0,36.326530612244895,81.0,,,,10387.755102040817,,26.0,67591.83673469388,,70653.0612244898,8.118367346938776,,,46.734693877551024,5191.836734693878,,,52.06122448979592,
1992-07-08,1992,7,8,1596390.544,24.007142857142856,65000.0,27.142857142857142,192.0,37.14285714285714,83.5,,,,10357.142857142857,,26.0,67071.42857142857,,70285.71428571429,8.114285714285714,,,48.57142857142857,5221.428571428572,,,54.21428571428571,
1992-07-09,1992,7,9,1328490.521,23.912244897959184,73000.0,27.95918367346939,193.0,37.95918367346939,86.0,,,,10326.530612244898,,26.0,66551.02040816327,,69918.36734693877,8.110204081632652,,,50.40816326530612,5251.0204081632655,,,56.367346938775505,
1992-07-10,1992,7,10,1273442.572,23.81734693877551,63000.0,28.775510204081634,196.0,38.775510204081634,88.5,,,,10295.918367346938,,26.0,66030.61224489796,,69551.02040816327,8.10612244897959,,,52.244897959183675,5280.6122448979595,,,58.5204081632653,
1992-07-11,1992,7,11,1699146.717,23.722448979591835,63000.0,29.591836734693878,185.0,39.59183673469388,91.0,,,,10265.30612244898,,26.0,65510.20408163265,,69183.67346938775,8.10204081632653,,,54.08163265306123,5310.2040816326535,,,60.6734693877551,
1992-07-12,1992,7,12,4403835.983,23.627551020408163,87000.0,30.408163265306122,214.0,40.40816326530612,93.5,,,,10234.69387755102,,26.0,64989.795918367345,,68816.32653061225,8.097959183673469,,,55.91836734693878,5339.7959183673465,,,62.826530612244895,
1992-07-13,1992,7,13,7890206.136,23.53265306122449,170000.0,31.224489795918366,225.0,41.224489795918366,96.0,,,,10204.081632653062,,26.0,64469.38775510204,,68448.97959183673,8.093877551020407,,,57.755102040816325,5369.3877551020405,,,64.9795918367347,
1992-07-14,1992,7,14,28930755.83,23.437755102040818,364000.0,32.04081632653062,232.0,42.04081632653062,98.5,,,,10173.469387755102,,26.0,63948.97959183673,,68081.63265306123,8.089795918367347,,,59.59183673469388,5398.9795918367345,,,67.13265306122449,
1992-07-15,1992,7,15,56638223.89,23.34285714285714,645000.0,32.85714285714286,264.8333333333333,42.85714285714286,101.0,,,,10142.857142857143,,26.0,63428.57142857143,,67714.28571428571,8.085714285714285,,,61.42857142857143,5428.571428571428,,,69.28571428571428,
1992-07-16,1992,7,16,83183568.57,23.24795918367347,535000.0,33.673469387755105,297.6666666666667,43.673469387755105,103.5,,,,10112.244897959185,,26.0,62908.163265306124,,67346.9387755102,8.081632653061224,,,63.26530612244898,5458.163265306122,,,71.43877551020407,
1992-07-17,1992,7,17,80370006.69,23.153061224489797,335000.0,34.48979591836735,330.5,44.48979591836735,106.0,,,,10081.632653061224,,26.0,62387.755102040814,,66979.59183673469,8.077551020408162,,,65.10204081632654,5487.755102040816,,,73.59183673469387,
1992-07-18,1992,7,18,73397266.38,23.05816326530612,322000.0,35.30612244897959,363.33333333333337,45.30612244897959,108.5,,,,10051.020408163266,,26.0,61867.34693877551,,66612.24489795919,8.073469387755102,,,66.93877551020408,5517.34693877551,,,75.74489795918367,
1992-07-19,1992,7,19,74498225.38,22.963265306122448,300000.0,36.12244897959184,396.1666666666667,46.12244897959184,111.0,,,,10020.408163265307,,26.0,61346.93877551021,,66244.89795918367,8.06938775510204,,,68.77551020408163,5546.938775510204,,,77.89795918367346,
1992-07-20,1992,7,20,70339046.95,22.868367346938776,256000.0,36.93877551020408,429.0,46.93877551020408,113.5,,,,9989.795918367347,,26.0,60826.5306122449,,65877.55102040817,8.065306122448979,,,70.61224489795919,5576.530612244898,,,80.05102040816325,
1992-07-21,1992,7,21,56515895.12,22.773469387755103,214000.0,37.755102040816325,407.2857142857143,47.755102040816325,116.0,,,,9959.183673469388,,26.0,60306.122448979586,,65510.204081632655,8.061224489795919,,,72.44897959183675,5606.122448979591,,,82.20408163265306,
1992-07-22,1992,7,22,43793702.28,22.678571428571427,172000.0,38.57142857142857,385.57142857142856,48.57142857142857,118.5,,,,9928.57142857143,,26.0,59785.71428571429,,65142.857142857145,8.057142857142857,,,74.28571428571429,5635.714285714286,,,84.35714285714285,
1992-07-23,1992,7,23,39145208.74,22.583673469387755,145000.0,39.38775510204081,363.8571428571429,49.38775510204081,121.0,,,,9897.959183673469,,26.0,59265.30612244898,,64775.510204081635,8.053061224489795,,,76.12244897959184,5665.306122448979,,,86.51020408163265,
1992-07-24,1992,7,24,38778222.41,22.488775510204082,160000.0,40.20408163265306,342.1428571428571,50.20408163265306,123.5,,,,9867.34693877551,,26.0,58744.89795918367,,64408.163265306124,8.048979591836734,,,77.95918367346938,5694.897959183673,,,88.66326530612244,
1992-07-25,1992,7,25,32906441.09,22.39387755102041,181000.0,41.02040816326531,320.42857142857144,51.02040816326531,126.0,,,,9836.734693877552,,26.0,58224.489795918365,,64040.816326530614,8.044897959183674,,,79.79591836734694,5724.489795918367,,,90.81632653061224,
1992-07-26,1992,7,26,29725892.89,22.298979591836734,173000.0,41.83673469387755,298.7142857142857,51.83673469387755,128.5,,,,9806.122448979591,,26.0,57704.08163265306,,63673.4693877551,8.040816326530612,,,81.63265306122449,5754.081632653061,,,92.96938775510203,
1992-07-27,1992,7,27,24123234.89,22.20408163265306,128000.0,42.6530612244898,277.0,52.6530612244898,131.0,,,,9775.510204081633,,26.0,57183.67346938775,,63306.12244897959,8.03673469387755,,,83.46938775510205,5783.673469387755,,,95.12244897959184,
1992-07-28,1992,7,28,20135316.74,22.10918367346939,98000.0,43.46938775510204,278.0,53.46938775510204,133.5,,,,9744.897959183674,,26.0,56663.26530612245,,62938.77551020408,8.03265306122449,,,85.3061224489796,5813.265306122449,,,97.27551020408163,
1992-07-29,1992,7,29,16807974.01,22.014285714285712,95000.0,44.285714285714285,258.0,54.285714285714285,136.0,,,,9714.285714285714,,26.0,56142.857142857145,,62571.42857142857,8.028571428571428,,,87.14285714285714,5842.857142857143,,,99.42857142857142,
1992-07-30,1992,7,30,13713055.94,21.91938775510204,85000.0,45.10204081632653,266.0,55.10204081632653,138.5,,,,9683.673469387755,,26.0,55622.448979591834,,62204.08163265306,8.024489795918367,,,88.9795918367347,5872.448979591837,,,101.58163265306122,
1992-07-31,1992,7,31,14263535.43,21.824489795918367,85000.0,45.91836734693878,270.0,55.91836734693878,141.0,,,,9653.061224489797,,26.0,55102.04081632653,,61836.73469387755,8.020408163265305,,,90.81632653061224,5902.040816326531,,,103.73469387755101,
1992-08-01,1992,8,1,19401344.08,21.72959183673469,95000.0,46.734693877551024,268.0,56.734693877551024,143.5,,,,9622.448979591836,,26.0,54581.63265306123,,61469.38775510204,8.016326530612245,,,92.6530612244898,5931.632653061224,,,105.88775510204081,
1992-08-02,1992,8,2,22471796.39,21.63469387755102,102000.0,47.55102040816327,266.0,57.55102040816327,146.0,,,,9591.836734693878,,26.0,54061.22448979592,,61102.04081632653,8.012244897959183,,,94.48979591836735,5961.224489795918,,,108.0408163265306,
1992-08-03,1992,8,3,19927357.83,21.539795918367346,98000.0,48.36734693877551,246.0,58.36734693877551,148.5,,,,9561.224489795919,,26.0,53540.81632653061,,60734.69387755102,8.008163265306122,,,96.3265306122449,5990.816326530612,,,110.1938775510204,
1992-08-04,1992,8,4,15511288.97,21.444897959183674,97000.0,49.183673469387756,281.0,59.183673469387756,151.0,,,,9530.612244897959,,26.0,53020.4081632653,,60367.34693877551,8.00408163265306,,,98.16326530612245,6020.408163265306,,,112.3469387755102,
1992-08-05,1992,8,5,12881220.25,21.35,93000.0,50.0,291.0,60.0,153.5,,,,9500.0,,26.0,52500.0,,60000.0,8.0,,,100.0,6050.0,,,114.49999999999999,
1992-08-06,1992,8,6,9994261.104,21.255102040816325,86000.0,50.816326530612244,301.0,60.816326530612244,156.0,,,,9469.387755102041,,26.0,51979.59183673469,,59632.65306122449,7.995918367346938,,,101.83673469387756,6079.591836734694,,,116.65306122448979,
1992-08-07,1992,8,7,7119534.839,21.160204081632653,80000.0,51.63265306122449,273.0,61.63265306122449,158.5,,,,9438.775510204081,,26.0,51459.183673469386,,59265.30612244898,7.9918367346938775,,,103.6734693877551,6109.183673469388,,,118.80612244897958,
1992-08-08,1992,8,8,5529260.734,21.06530612244898,74000.0,52.44897959183673,265.0,62.44897959183673,161.0,,,,9408.163265306122,,26.0,50938.77551020408,,58897.95918367347,7.987755102040816,,,105.51020408163265,6138.775510204082,,,120.95918367346938,
1992-08-09,1992,8,9,4587329.149,20.970408163265304,69000.0,53.26530612244898,272.0,63.26530612244898,163.5,,,,9377.551020408164,,26.0,50418.36734693877,,58530.61224489796,7.983673469387755,,,107.34693877551021,6168.367346938776,,,123.11224489795917,
1992-08-10,1992,8,10,4146945.5510000004,20.875510204081632,64000.0,54.08163265306123,251.5,64.08163265306123,166.0,,,,9346.938775510203,,26.0,49897.95918367347,,58163.265306122456,7.979591836734693,,,109.18367346938776,6197.959183673469,,,125.26530612244898,
1992-08-11,1992,8,11,3853356.485,20.78061224489796,60000.0,54.89795918367347,230.0,64.89795918367346,168.5,,,,9316.326530612245,,26.0,49377.551020408166,,57795.91836734694,7.975510204081632,,,111.0204081632653,6227.551020408164,,,127.41836734693877,
1992-08-12,1992,8,12,3779959.2189999996,20.685714285714283,55000.0,55.714285714285715,215.0,65.71428571428572,171.0,,,,9285.714285714286,,26.0,48857.142857142855,,57428.571428571435,7.971428571428571,,,112.85714285714286,6257.142857142857,,,129.57142857142856,
1992-08-13,1992,8,13,3474137.276,20.59081632653061,47000.0,56.53061224489796,247.0,66.53061224489795,173.5,,,,9255.102040816326,,26.0,48336.734693877544,,57061.22448979592,7.96734693877551,,,114.6938775510204,6286.734693877551,,,131.72448979591837,
1992-08-14,1992,8,14,3094918.066,20.49591836734694,42000.0,57.3469387755102,207.0,67.34693877551021,176.0,,,,9224.489795918367,,26.0,47816.32653061225,,56693.877551020414,7.963265306122449,,,116.53061224489797,6316.326530612245,,,133.87755102040813,
1992-08-15,1992,8,15,3315109.865,20.401020408163266,39000.0,58.16326530612245,196.0,68.16326530612244,178.5,,,,9193.877551020409,,26.0,47295.91836734694,,56326.5306122449,7.959183673469387,,,118.36734693877551,6345.918367346939,,,136.03061224489795,
1992-08-16,1992,8,16,3241712.599,20.30612244897959,35000.0,58.9795918367347,201.0,68.9795918367347,181.0,,,,9163.265306122448,,26.0,46775.51020408163,,55959.18367346939,7.955102040816326,,,120.20408163265306,6375.510204081633,,,138.18367346938774,
1992-08-17,1992,8,17,2715698.856,20.211224489795917,34000.0,59.79591836734694,194.5,69.79591836734694,183.5,,,,9132.65306122449,,26.0,46255.102040816324,,55591.836734693876,7.951020408163265,,,122.04081632653062,6405.102040816327,,,140.33673469387753,
1992-08-18,1992,8,18,2447798.8340000003,20.116326530612245,39000.0,60.61224489795919,200.0,70.61224489795919,186.0,,,,9102.040816326531,,26.0,45734.69387755102,,55224.48979591837,7.946938775510204,,,123.87755102040816,6434.693877551021,,,142.48979591836735,
1992-08-19,1992,8,19,2039220.718,20.021428571428572,39000.0,61.42857142857143,136.0,71.42857142857143,188.5,,,,9071.428571428572,,26.0,45214.28571428571,,54857.142857142855,7.942857142857142,,,125.71428571428572,6464.285714285714,,,144.64285714285714,
1992-08-20,1992,8,20,1964600.164,19.926530612244896,29000.0,62.244897959183675,146.0,72.24489795918367,191.0,,,,9040.816326530612,,26.0,44693.87755102041,,54489.79591836735,7.938775510204081,,,127.55102040816327,6493.877551020409,,,146.79591836734693,
1992-08-21,1992,8,21,1894872.761,19.831632653061224,27000.0,63.06122448979592,135.0,73.06122448979592,193.5,,,,9010.204081632653,,26.0,44173.4693877551,,54122.448979591834,7.93469387755102,,,129.3877551020408,6523.469387755102,,,148.94897959183672,
1992-08-22,1992,8,22,1795786.451,19.73673469387755,23000.0,63.87755102040816,136.0,73.87755102040816,196.0,,,,8979.591836734693,,26.0,43653.06122448979,,53755.10204081633,7.930612244897959,,,131.22448979591837,6553.061224489796,,,151.1020408163265,
1992-08-23,1992,8,23,1761534.3930000002,19.641836734693875,24000.0,64.6938775510204,109.0,74.6938775510204,198.5,,,,8948.979591836734,,26.0,43132.65306122449,,53387.755102040814,7.926530612244898,,,133.0612244897959,6582.65306122449,,,153.25510204081633,
1992-08-24,1992,8,24,1778660.4219999998,19.546938775510203,31000.0,65.51020408163265,111.5,75.51020408163265,201.0,,,,8918.367346938776,,26.0,42612.24489795918,,53020.40816326531,7.922448979591836,,,134.8979591836735,6612.244897959184,,,155.40816326530611,
1992-08-25,1992,8,25,1518100.1269999999,19.45204081632653,29000.0,66.32653061224491,96.0,76.32653061224491,203.5,,,,8887.755102040817,,26.0,42091.836734693876,,52653.06122448979,7.918367346938775,,,136.73469387755102,6641.836734693878,,,157.5612244897959,
1992-08-26,1992,8,26,1516876.8390000002,19.357142857142854,41000.0,67.14285714285714,120.0,77.14285714285714,206.0,,,,8857.142857142857,,26.0,41571.42857142857,,52285.71428571429,7.914285714285714,,,138.57142857142858,6671.428571428572,,,159.7142857142857,
1992-08-27,1992,8,27,1795786.451,19.26224489795918,53000.0,67.9591836734694,143.8,77.9591836734694,208.5,,,,8826.530612244898,,26.0,41051.02040816326,,51918.36734693877,7.910204081632653,,,140.40816326530611,6701.0204081632655,,,161.8673469387755,
1992-08-28,1992,8,28,6923808.795,19.16734693877551,46000.0,68.77551020408163,167.6,78.77551020408163,211.0,,,,8795.918367346938,,26.0,40530.61224489796,,51551.02040816327,7.906122448979591,,,142.24489795918367,6730.612244897959,,,164.0204081632653,
1992-08-29,1992,8,29,8978932.254,19.072448979591837,46000.0,69.59183673469389,191.4,79.59183673469389,213.5,,,,8765.30612244898,,26.0,40010.20408163265,,51183.67346938775,7.90204081632653,,,144.08163265306123,6760.2040816326535,,,166.1734693877551,
1992-08-30,1992,8,30,8452918.512,18.977551020408164,53000.0,70.40816326530611,215.2,80.40816326530611,216.0,,,,8734.69387755102,,26.0,39489.795918367345,,50816.32653061225,7.8979591836734695,,,145.91836734693877,6789.7959183673465,,,168.32653061224488,
1992-08-31,1992,8,31,6422260.808999999,18.882653061224488,55000.0,71.22448979591837,239.0,81.22448979591837,218.5,,,,8704.081632653062,,26.0,38969.38775510204,,50448.97959183674,7.893877551020408,,,147.75510204081633,6819.387755102041,,,170.47959183673467,
1992-09-01,1992,9,1,4085781.162,18.787755102040816,52000.0,72.04081632653062,232.0,82.04081632653062,221.0,,,,8673.469387755102,,26.0,38448.97959183673,,50081.63265306123,7.889795918367347,,,149.59183673469389,6848.9795918367345,,,172.6326530612245,
1992-09-02,1992,9,2,3412972.887,18.692857142857143,66000.0,72.85714285714286,239.0,82.85714285714286,223.5,,,,8642.857142857143,,26.0,37928.57142857143,,49714.28571428572,7.885714285714285,,,151.42857142857144,6878.571428571428,,,174.78571428571428,
1992-09-03,1992,9,3,5101110.0139999995,18.597959183673467,70000.0,73.6734693877551,233.0,83.6734693877551,226.0,,,,8612.244897959183,,26.0,37408.163265306124,,49346.93877551021,7.881632653061224,,,153.26530612244898,6908.163265306122,,,176.93877551020407,
1992-09-04,1992,9,4,5345767.568,18.503061224489795,72000.0,74.48979591836735,223.0,84.48979591836735,228.5,,,,8581.632653061224,,26.0,36887.755102040814,,48979.5918367347,7.877551020408163,,,155.10204081632654,6937.755102040816,,,179.09183673469386,
1992-09-05,1992,9,5,4257041.451,18.408163265306122,67000.0,75.3061224489796,210.0,85.3061224489796,231.0,,,,8551.020408163266,,26.0,36367.34693877551,,48612.244897959186,7.873469387755102,,,156.9387755102041,6967.34693877551,,,181.24489795918367,
1992-09-06,1992,9,6,5027712.7469999995,18.313265306122446,62000.0,76.12244897959184,215.0,86.12244897959184,233.5,,,,8520.408163265307,,26.0,35846.9387755102,,48244.897959183676,7.869387755102041,,,158.77551020408163,6996.938775510204,,,183.39795918367346,
